Tarih;Hareket saati;Varış zamanı;Süre;Başlangıç ​​adresi;Geliş adresi;Mesafe;Sayaçtaki kilometre (km);Ortalama tüketim (l / 100);Yakıt fiyatları (TRY/l);Maliyet (TRY);Kategori;
"29/05/24";11:02;11:09;"00:07";;;"5";84576;"3,9";"40";"8,2";""
"29/05/24";11:18;11:20;"00:02";;;"0";84576;"0,1";"40";"0,01";""
"29/05/24";11:32;11:34;"00:02";;;"0";84577;"5,2";"40";"0,83";""
"29/05/24";12:33;12:35;"00:02";;;"1";84577;"3,4";"40";"0,82";""
"29/05/24";12:42;12:44;"00:02";;;"1";84578;"8,2";"40";"1,64";""
"29/05/24";12:47;12:54;"00:07";;;"5";84583;"6,3";"40";"12,29";""
"29/05/24";17:17;17:23;"00:06";;;"2";84585;"6,8";"40";"4,09";""
"29/05/24";17:33;17:36;"00:03";;;"1";84586;"7,3";"40";"4,09";""
"30/05/24";10:24;10:49;"00:25";;;"18";84604;"5";"40";"35,23";""
"30/05/24";11:31;11:48;"00:17";;;"14";84618;"3,8";"40";"22,12";""
"30/05/24";13:05;13:14;"00:08";;;"1";84619;"22,8";"40";"8,2";""
"30/05/24";13:58;14:05;"00:07";;;"5";84624;"8,5";"40";"16,39";""
"30/05/24";14:39;15:00;"00:21";;;"15";84639;"6,6";"40";"39,31";""
"30/05/24";21:54;22:16;"00:22";;;"16";84655;"4,5";"40";"28,68";""
"31/05/24";15:01;15:04;"00:03";;;"1";84656;"7,3";"40";"4,09";""
"31/05/24";15:11;15:17;"00:06";;;"4";84660;"5,1";"40";"8,19";""
"31/05/24";15:26;15:42;"00:16";;;"11";84671;"6";"40";"26,21";""
"31/05/24";23:08;23:30;"00:22";;;"15";84686;"4";"40";"23,76";""
"01/06/24";14:06;14:28;"00:22";;;"15";84701;"10";"40";"58,16";""
"01/06/24";14:38;14:43;"00:05";;;"1";84702;"12,3";"40";"4,92";""
"01/06/24";15:01;15:04;"00:03";;;"1";84703;"12,7";"40";"4,1";""
"01/06/24";17:50;17:56;"00:06";;;"1";84704;"9,5";"40";"4,92";""
"01/06/24";18:08;18:16;"00:08";;;"1";84705;"11,4";"40";"4,09";""
"01/06/24";22:29;22:30;"00:01";;;"0";84705;"0,1";"40";"0";""
"01/06/24";22:39;23:05;"00:26";;;"15";84720;"4";"40";"23,76";""
"02/06/24";16:40;16:44;"00:04";;;"2";84721;"9";"40";"5,74";""
"02/06/24";16:49;16:54;"00:05";;;"3";84725;"4,8";"40";"6,56";""
"02/06/24";17:03;17:17;"00:14";;;"9";84734;"7,2";"40";"26,22";""
"02/06/24";23:48;00:06;"00:18";;;"12";84746;"4,2";"40";"19,67";""
"03/06/24";11:28;11:36;"00:08";;;"4";84750;"5,9";"40";"9,83";""
"03/06/24";12:30;12:37;"00:07";;;"4";84754;"9,1";"40";"13,11";""
"04/06/24";20:26;20:30;"00:04";;;"2";84755;"4,1";"40";"2,46";""
"04/06/24";20:35;20:54;"00:19";;;"13";84768;"5,1";"40";"26,21";""
"04/06/24";21:01;21:06;"00:05";;;"2";84770;"5,4";"40";"4,1";""
"04/06/24";22:18;22:20;"00:02";;;"0";84770;"6,7";"40";"0,82";""
"04/06/24";22:23;22:39;"00:16";;;"11";84782;"4,3";"40";"19,66";""
"05/06/24";15:48;15:58;"00:10";;;"7";84788;"4,6";"40";"12,28";""
"05/06/24";15:59;15:59;"00:00";;;"0";84789;"0";"40";"0";""
"05/06/24";16:06;16:07;"00:01";;;"0";84789;"0,1";"40";"0,01";""
"05/06/24";16:42;16:44;"00:02";;;"0";84789;"10,3";"40";"1,64";""
"05/06/24";16:51;16:58;"00:07";;;"5";84794;"5,9";"40";"10,64";""
"05/06/24";17:00;17:02;"00:02";;;"1";84795;"11,4";"40";"4,09";""
"06/06/24";10:12;10:13;"00:01";;;"0";84796;"20,2";"40";"0,82";""
"06/06/24";10:15;10:18;"00:03";;;"1";84797;"4,4";"40";"2,46";""
"06/06/24";10:32;10:35;"00:03";;;"2";84799;"9,6";"40";"5,74";""
"06/06/24";20:25;20:28;"00:03";;;"2";84800;"4,1";"40";"2,46";""
"06/06/24";20:53;20:56;"00:03";;;"2";84802;"6,8";"40";"4,1";""
"07/06/24";20:24;20:33;"00:09";;;"4";84805;"3,9";"40";"5,74";""
"07/06/24";20:50;20:52;"00:02";;;"1";84806;"6,9";"40";"1,64";""
"07/06/24";21:04;21:10;"00:06";;;"3";84809;"6,4";"40";"7,37";""
"09/06/24";15:36;15:52;"00:16";;;"12";84820;"7,8";"40";"36,04";""
"09/06/24";16:28;16:32;"00:04";;;"2";84822;"6,8";"40";"4,92";""
"09/06/24";16:40;16:44;"00:04";;;"2";84824;"6,5";"40";"4,92";""
"09/06/24";16:57;17:16;"00:19";;;"13";84837;"4,8";"40";"24,58";""
"09/06/24";17:32;17:34;"00:02";;;"1";84839;"6,3";"40";"3,28";""
"09/06/24";20:31;20:38;"00:07";;;"4";84843;"6,8";"40";"10,64";""
"09/06/24";22:15;22:23;"00:07";;;"4";84846;"6,8";"40";"9,84";""
"12/06/24";14:26;14:36;"00:10";;;"6";84852;"5,6";"40";"12,28";""
"12/06/24";14:41;14:41;"00:00";;;"0";84852;"0,2";"40";"0,01";""
"12/06/24";14:46;14:46;"00:00";;;"0";84852;"20,1";"40";"0,82";""
"12/06/24";14:58;14:58;"00:00";;;"0";84853;"20,1";"40";"0,82";""
"12/06/24";15:01;15:06;"00:05";;;"4";84857;"7";"40";"10,65";""
"12/06/24";15:33;15:39;"00:06";;;"4";84860;"9,9";"40";"13,92";""
"12/06/24";15:59;16:24;"00:25";;;"18";84878;"6,4";"40";"45,88";""
"12/06/24";16:38;16:55;"00:17";;;"5";84883;"10,7";"40";"20,48";""
"12/06/24";17:04;17:15;"00:11";;;"5";84888;"7,6";"40";"16,38";""
"12/06/24";17:21;17:37;"00:16";;;"12";84900;"5,2";"40";"25,39";""
"13/06/24";07:50;08:17;"00:27";;;"14";84915;"6,7";"40";"38,5";""
"13/06/24";14:18;14:32;"00:14";;;"8";84923;"6,2";"40";"20,48";""
"13/06/24";14:40;14:48;"00:08";;;"5";84928;"9,7";"40";"20,49";""
"14/06/24";15:15;15:21;"00:06";;;"4";84932;"6,4";"40";"9,01";""
"14/06/24";15:26;15:26;"00:00";;;"0";84932;"0,1";"40";"0";""
"14/06/24";15:30;15:45;"00:15";;;"13";84945;"4,4";"40";"22,95";""
"14/06/24";15:51;16:19;"00:28";;;"21";84966;"8,5";"40";"72,09";""
"14/06/24";17:09;17:29;"00:20";;;"15";84981;"5,6";"40";"32,77";""
"15/06/24";13:39;13:53;"00:14";;;"17";84998;"5,2";"40";"36,05";""
"15/06/24";13:59;14:02;"00:03";;;"1";84999;"7,4";"40";"3,27";""
"15/06/24";14:07;14:24;"00:17";;;"14";85013;"6,9";"40";"39,32";""
"15/06/24";14:47;14:49;"00:02";;;"1";85014;"13,6";"40";"3,28";""
"15/06/24";15:00;15:04;"00:04";;;"3";85018;"6,4";"40";"8,2";""
"15/06/24";15:17;15:20;"00:03";;;"1";85019;"8,8";"40";"4,92";""
